driverId,position,time,number,Season,Round
perez,20,1:11.843,5,2022,11
leclerc,1,1:43.351,1,2022,12
max_verstappen,2,1:44.415,1,2022,12
hamilton,3,1:45.421,1,2022,12
perez,4,1:46.399,1,2022,12
alonso,5,1:47.416,1,2022,12
russell,6,1:47.996,1,2022,12
norris,7,1:48.540,1,2022,12
ricciardo,8,1:49.249,1,2022,12
ocon,9,1:50.622,1,2022,12
stroll,10,1:51.666,1,2022,12
vettel,11,1:52.214,1,2022,12
albon,12,1:52.802,1,2022,12
kevin_magnussen,13,1:53.204,1,2022,12
mick_schumacher,14,1:53.429,1,2022,12
gasly,15,1:54.140,1,2022,12
bottas,16,1:54.308,1,2022,12
latifi,17,1:54.940,1,2022,12
sainz,18,1:55.014,1,2022,12
zhou,19,1:55.290,1,2022,12
tsunoda,20,2:02.423,1,2022,12
leclerc,1,1:38.127,2,2022,12
max_verstappen,2,1:38.330,2,2022,12
hamilton,3,1:39.316,2,2022,12
perez,4,1:39.289,2,2022,12
alonso,5,1:39.900,2,2022,12
russell,6,1:39.807,2,2022,12
norris,7,1:40.479,2,2022,12
ricciardo,8,1:40.948,2,2022,12
ocon,9,1:40.899,2,2022,12
stroll,10,1:40.753,2,2022,12
vettel,11,1:41.161,2,2022,12
kevin_magnussen,12,1:41.110,2,2022,12
albon,13,1:42.001,2,2022,12
mick_schumacher,14,1:41.579,2,2022,12
gasly,15,1:42.174,2,2022,12
sainz,16,1:41.355,2,2022,12
bottas,17,1:42.929,2,2022,12
latifi,18,1:42.934,2,2022,12
zhou,19,1:43.130,2,2022,12
tsunoda,20,1:40.240,2,2022,12
leclerc,1,1:38.699,3,2022,12
max_verstappen,2,1:38.117,3,2022,12
hamilton,3,1:39.620,3,2022,12
perez,4,1:39.427,3,2022,12
russell,5,1:39.389,3,2022,12
alonso,6,1:40.530,3,2022,12
norris,7,1:40.356,3,2022,12
ricciardo,8,1:40.796,3,2022,12
ocon,9,1:40.621,3,2022,12
stroll,10,1:40.451,3,2022,12
vettel,11,1:40.340,3,2022,12
kevin_magnussen,12,1:40.010,3,2022,12
albon,13,1:40.395,3,2022,12
mick_schumacher,14,1:40.774,3,2022,12
sainz,15,1:39.779,3,2022,12
gasly,16,1:41.845,3,2022,12
bottas,17,1:41.529,3,2022,12
latifi,18,1:41.281,3,2022,12
zhou,19,1:41.256,3,2022,12
tsunoda,20,1:40.619,3,2022,12
leclerc,1,1:38.088,4,2022,12
max_verstappen,2,1:38.390,4,2022,12
hamilton,3,1:39.066,4,2022,12
perez,4,1:38.920,4,2022,12
russell,5,1:38.837,4,2022,12
alonso,6,1:39.156,4,2022,12
norris,7,1:40.078,4,2022,12
ricciardo,8,1:40.293,4,2022,12
ocon,9,1:39.948,4,2022,12
stroll,10,1:40.102,4,2022,12
vettel,11,1:40.078,4,2022,12
kevin_magnussen,12,1:40.145,4,2022,12
albon,13,1:40.423,4,2022,12
sainz,14,1:40.095,4,2022,12
mick_schumacher,15,1:41.312,4,2022,12
gasly,16,1:40.767,4,2022,12
bottas,17,1:40.929,4,2022,12
latifi,18,1:41.089,4,2022,12
zhou,19,1:41.111,4,2022,12
tsunoda,20,1:40.216,4,2022,12
leclerc,1,1:39.097,5,2022,12
max_verstappen,2,1:38.720,5,2022,12
hamilton,3,1:39.608,5,2022,12
perez,4,1:39.683,5,2022,12
russell,5,1:39.600,5,2022,12
alonso,6,1:40.243,5,2022,12
norris,7,1:40.050,5,2022,12
ricciardo,8,1:40.235,5,2022,12
ocon,9,1:40.066,5,2022,12
stroll,10,1:40.139,5,2022,12
vettel,11,1:40.216,5,2022,12
kevin_magnussen,12,1:40.336,5,2022,12
sainz,13,1:40.063,5,2022,12
albon,14,1:41.576,5,2022,12
mick_schumacher,15,1:40.644,5,2022,12
gasly,16,1:40.789,5,2022,12
bottas,17,1:40.601,5,2022,12
latifi,18,1:40.706,5,2022,12
zhou,19,1:40.779,5,2022,12
tsunoda,20,1:40.672,5,2022,12
russell,1,1:28.391,1,2022,13
sainz,2,1:30.046,1,2022,13
leclerc,3,1:30.984,1,2022,13
norris,4,1:31.618,1,2022,13
hamilton,5,1:32.536,1,2022,13
ocon,6,1:33.887,1,2022,13
alonso,7,1:35.540,1,2022,13
max_verstappen,8,1:36.512,1,2022,13
perez,9,1:38.691,1,2022,13
kevin_magnussen,10,1:40.882,1,2022,13
ricciardo,11,1:41.889,1,2022,13
mick_schumacher,12,1:42.838,1,2022,13
bottas,13,1:43.547,1,2022,13
stroll,14,1:44.900,1,2022,13
albon,15,1:45.881,1,2022,13
tsunoda,16,1:48.072,1,2022,13
zhou,17,1:49.084,1,2022,13
vettel,18,1:49.517,1,2022,13
latifi,19,1:50.639,1,2022,13
gasly,20,1:52.432,1,2022,13
russell,1,1:52.128,2,2022,13
sainz,2,1:54.643,2,2022,13
leclerc,3,1:54.855,2,2022,13
norris,4,1:55.079,2,2022,13
hamilton,5,1:54.827,2,2022,13
ocon,6,1:54.847,2,2022,13
alonso,7,1:54.233,2,2022,13
max_verstappen,8,1:54.460,2,2022,13
perez,9,1:54.989,2,2022,13
kevin_magnussen,10,1:53.795,2,2022,13
ricciardo,11,1:53.527,2,2022,13
albon,12,1:49.840,2,2022,13
mick_schumacher,13,1:53.475,2,2022,13
bottas,14,1:53.373,2,2022,13
stroll,15,1:52.761,2,2022,13
tsunoda,16,1:51.190,2,2022,13
zhou,17,1:50.810,2,2022,13
vettel,18,1:50.871,2,2022,13
latifi,19,1:51.116,2,2022,13
gasly,20,1:49.869,2,2022,13
russell,1,1:30.593,3,2022,13
sainz,2,1:28.905,3,2022,13
leclerc,3,1:28.826,3,2022,13
norris,4,1:29.459,3,2022,13
hamilton,5,1:29.528,3,2022,13
ocon,6,1:29.340,3,2022,13
alonso,7,1:29.050,3,2022,13
max_verstappen,8,1:28.191,3,2022,13
perez,9,1:26.519,3,2022,13
kevin_magnussen,10,1:27.210,3,2022,13
ricciardo,11,1:27.333,3,2022,13
mick_schumacher,12,1:27.366,3,2022,13
bottas,13,1:27.408,3,2022,13
stroll,14,1:27.496,3,2022,13
tsunoda,15,1:28.098,3,2022,13
vettel,16,1:27.484,3,2022,13
zhou,17,1:28.757,3,2022,13
latifi,18,1:27.601,3,2022,13
gasly,19,1:27.570,3,2022,13
albon,20,1:53.951,3,2022,13
russell,1,1:23.722,4,2022,13
sainz,2,1:23.354,4,2022,13
leclerc,3,1:23.573,4,2022,13
norris,4,1:24.090,4,2022,13
hamilton,5,1:24.265,4,2022,13
ocon,6,1:24.583,4,2022,13
alonso,7,1:24.742,4,2022,13
max_verstappen,8,1:25.058,4,2022,13
perez,9,1:24.689,4,2022,13
kevin_magnussen,10,1:25.178,4,2022,13
ricciardo,11,1:24.910,4,2022,13
mick_schumacher,12,1:25.073,4,2022,13
bottas,13,1:25.128,4,2022,13
stroll,14,1:25.178,4,2022,13
tsunoda,15,1:25.369,4,2022,13
vettel,16,1:25.497,4,2022,13
zhou,17,1:25.405,4,2022,13
latifi,18,1:26.007,4,2022,13
gasly,19,1:26.024,4,2022,13
albon,20,1:25.048,4,2022,13
russell,1,1:23.954,5,2022,13
sainz,2,1:23.932,5,2022,13
leclerc,3,1:24.315,5,2022,13
norris,4,1:24.182,5,2022,13
hamilton,5,1:24.348,5,2022,13
ocon,6,1:24.991,5,2022,13
max_verstappen,7,1:24.121,5,2022,13
alonso,8,1:25.898,5,2022,13
perez,9,1:25.039,5,2022,13
kevin_magnussen,10,1:25.411,5,2022,13
ricciardo,11,1:25.227,5,2022,13
mick_schumacher,12,1:25.108,5,2022,13
bottas,13,1:25.352,5,2022,13
stroll,14,1:25.149,5,2022,13
tsunoda,15,1:25.159,5,2022,13
vettel,16,1:25.146,5,2022,13
zhou,17,1:25.331,5,2022,13
latifi,18,1:25.935,5,2022,13
gasly,19,1:25.906,5,2022,13
albon,20,1:24.719,5,2022,13
sainz,1,1:53.943,1,2022,14
perez,2,1:56.093,1,2022,14
russell,3,1:57.286,1,2022,14
alonso,4,1:59.705,1,2022,14
vettel,5,2:01.131,1,2022,14
ricciardo,6,2:01.872,1,2022,14
albon,7,2:02.604,1,2022,14
max_verstappen,8,2:03.282,1,2022,14
stroll,9,2:03.494,1,2022,14
leclerc,10,2:04.040,1,2022,14
kevin_magnussen,11,2:04.500,1,2022,14
latifi,12,2:04.932,1,2022,14
ocon,13,2:05.446,1,2022,14
bottas,14,2:05.651,1,2022,14
norris,15,2:05.839,1,2022,14
zhou,16,2:06.107,1,2022,14
mick_schumacher,17,2:06.331,1,2022,14
tsunoda,18,2:06.738,1,2022,14
gasly,19,2:07.058,1,2022,14
sainz,1,2:11.068,2,2022,14
perez,2,2:12.454,2,2022,14
russell,3,2:14.791,2,2022,14
alonso,4,2:15.896,2,2022,14
vettel,5,2:17.537,2,2022,14
ricciardo,6,2:18.591,2,2022,14
albon,7,2:18.752,2,2022,14
max_verstappen,8,2:19.517,2,2022,14
leclerc,9,2:20.480,2,2022,14
stroll,10,2:22.601,2,2022,14
kevin_magnussen,11,2:22.270,2,2022,14
ocon,12,2:22.332,2,2022,14
norris,13,2:24.247,2,2022,14
zhou,14,2:25.820,2,2022,14
mick_schumacher,15,2:27.169,2,2022,14
tsunoda,16,2:29.823,2,2022,14
gasly,17,2:31.835,2,2022,14
latifi,18,2:36.537,2,2022,14
sainz,1,3:07.807,3,2022,14
perez,2,3:06.529,3,2022,14
russell,3,3:04.806,3,2022,14
alonso,4,3:03.757,3,2022,14
vettel,5,3:03.282,3,2022,14
ricciardo,6,3:03.984,3,2022,14
albon,7,3:04.275,3,2022,14
max_verstappen,8,3:04.045,3,2022,14
stroll,9,3:02.719,3,2022,14
kevin_magnussen,10,3:02.733,3,2022,14
ocon,11,3:03.314,3,2022,14
leclerc,12,3:07.212,3,2022,14
norris,13,3:02.730,3,2022,14
zhou,14,3:02.552,3,2022,14
mick_schumacher,15,3:02.569,3,2022,14
tsunoda,16,3:01.058,3,2022,14
gasly,17,2:59.080,3,2022,14
latifi,18,3:02.851,3,2022,14
sainz,1,3:07.552,4,2022,14
perez,2,3:05.892,4,2022,14
russell,3,3:04.245,4,2022,14
alonso,4,3:02.258,4,2022,14
vettel,5,3:00.051,4,2022,14
ricciardo,6,2:58.103,4,2022,14
albon,7,2:57.252,4,2022,14
max_verstappen,8,2:56.460,4,2022,14
stroll,9,2:55.106,4,2022,14
kevin_magnussen,10,2:54.861,4,2022,14
ocon,11,2:53.746,4,2022,14
norris,12,2:52.374,4,2022,14
zhou,13,2:51.162,4,2022,14
mick_schumacher,14,2:50.130,4,2022,14
tsunoda,15,2:49.210,4,2022,14
gasly,16,2:49.239,4,2022,14
leclerc,17,2:56.292,4,2022,14
latifi,18,2:44.257,4,2022,14
sainz,1,1:52.198,5,2022,14
perez,2,1:52.872,5,2022,14
russell,3,1:53.854,5,2022,14
alonso,4,1:54.347,5,2022,14
vettel,5,1:54.490,5,2022,14
max_verstappen,6,1:53.951,5,2022,14
ricciardo,7,1:55.095,5,2022,14
albon,8,1:55.429,5,2022,14
stroll,9,1:54.921,5,2022,14
kevin_magnussen,10,1:55.521,5,2022,14
ocon,11,1:55.451,5,2022,14
norris,12,1:55.401,5,2022,14
zhou,13,1:55.321,5,2022,14
tsunoda,14,1:54.967,5,2022,14
gasly,15,1:55.353,5,2022,14
mick_schumacher,16,1:56.895,5,2022,14
leclerc,17,1:55.169,5,2022,14
latifi,18,1:55.344,5,2022,14
sainz,1,1:52.322,6,2022,14
perez,2,1:52.708,6,2022,14
russell,3,1:53.586,6,2022,14
alonso,4,1:54.275,6,2022,14
max_verstappen,5,1:53.748,6,2022,14
vettel,6,1:54.854,6,2022,14
albon,7,1:54.610,6,2022,14
ricciardo,8,1:56.283,6,2022,14
stroll,9,1:55.579,6,2022,14
max_verstappen,1,1:19.660,1,2022,15
leclerc,2,1:20.348,1,2022,15
sainz,3,1:21.468,1,2022,15
hamilton,4,1:22.718,1,2022,15
perez,5,1:23.729,1,2022,15
norris,6,1:24.472,1,2022,15
russell,7,1:24.948,1,2022,15
stroll,8,1:25.398,1,2022,15
ocon,9,1:25.889,1,2022,15
mick_schumacher,10,1:26.455,1,2022,15
tsunoda,11,1:27.229,1,2022,15
gasly,12,1:27.863,1,2022,15
alonso,13,1:27.995,1,2022,15
zhou,14,1:28.456,1,2022,15
kevin_magnussen,15,1:28.945,1,2022,15
albon,16,1:29.058,1,2022,15
ricciardo,17,1:29.735,1,2022,15
vettel,18,1:30.019,1,2022,15
bottas,19,1:30.385,1,2022,15
latifi,20,1:30.568,1,2022,15
max_verstappen,1,1:16.249,2,2022,15
leclerc,2,1:16.554,2,2022,15
sainz,3,1:16.622,2,2022,15
hamilton,4,1:16.814,2,2022,15
perez,5,1:17.045,2,2022,15
norris,6,1:17.924,2,2022,15
russell,7,1:17.931,2,2022,15
stroll,8,1:18.190,2,2022,15
ocon,9,1:18.241,2,2022,15
mick_schumacher,10,1:18.484,2,2022,15
tsunoda,11,1:18.905,2,2022,15
gasly,12,1:18.934,2,2022,15
alonso,13,1:19.093,2,2022,15
zhou,14,1:19.223,2,2022,15
albon,15,1:19.365,2,2022,15
ricciardo,16,1:19.254,2,2022,15
vettel,17,1:19.371,2,2022,15
bottas,18,1:19.532,2,2022,15
latifi,19,1:20.182,2,2022,15
kevin_magnussen,20,1:25.799,2,2022,15
max_verstappen,1,1:16.523,3,2022,15
leclerc,2,1:17.062,3,2022,15
sainz,3,1:16.919,3,2022,15
hamilton,4,1:16.804,3,2022,15
perez,5,1:17.127,3,2022,15
norris,6,1:17.469,3,2022,15
russell,7,1:17.207,3,2022,15
stroll,8,1:18.078,3,2022,15
ocon,9,1:17.949,3,2022,15
mick_schumacher,10,1:18.061,3,2022,15
tsunoda,11,1:18.167,3,2022,15
gasly,12,1:18.139,3,2022,15
alonso,13,1:18.214,3,2022,15
zhou,14,1:18.228,3,2022,15
albon,15,1:18.238,3,2022,15
ricciardo,16,1:18.430,3,2022,15
vettel,17,1:18.567,3,2022,15
bottas,18,1:18.938,3,2022,15
latifi,19,1:19.030,3,2022,15
kevin_magnussen,20,1:17.902,3,2022,15
max_verstappen,1,1:16.656,4,2022,15
leclerc,2,1:16.428,4,2022,15
sainz,3,1:17.102,4,2022,15
hamilton,4,1:16.578,4,2022,15
perez,5,1:16.901,4,2022,15
russell,6,1:16.776,4,2022,15
norris,7,1:18.553,4,2022,15
stroll,8,1:17.369,4,2022,15
ocon,9,1:17.692,4,2022,15
mick_schumacher,10,1:18.436,4,2022,15
tsunoda,11,1:18.088,4,2022,15
gasly,12,1:17.924,4,2022,15
alonso,13,1:18.132,4,2022,15
zhou,14,1:18.080,4,2022,15
albon,15,1:18.214,4,2022,15
ricciardo,16,1:18.286,4,2022,15
vettel,17,1:18.202,4,2022,15
bottas,18,1:18.298,4,2022,15
latifi,19,1:18.681,4,2022,15
kevin_magnussen,20,1:17.946,4,2022,15
max_verstappen,1,1:16.449,5,2022,15
leclerc,2,1:16.333,5,2022,15
sainz,3,1:16.874,5,2022,15
hamilton,4,1:16.607,5,2022,15
perez,5,1:16.873,5,2022,15
russell,6,1:16.653,5,2022,15
norris,7,1:17.289,5,2022,15
stroll,8,1:17.277,5,2022,15
ocon,9,1:17.709,5,2022,15
mick_schumacher,10,1:18.020,5,2022,15
tsunoda,11,1:17.687,5,2022,15
gasly,12,1:18.002,5,2022,15
alonso,13,1:18.008,5,2022,15
zhou,14,1:18.151,5,2022,15
albon,15,1:18.084,5,2022,15
ricciardo,16,1:18.074,5,2022,15
vettel,17,1:18.146,5,2022,15
bottas,18,1:18.651,5,2022,15
latifi,19,1:18.491,5,2022,15
kevin_magnussen,20,1:17.871,5,2022,15
leclerc,1,1:28.085,1,2022,16
russell,2,1:29.427,1,2022,16
ricciardo,3,1:30.751,1,2022,16
max_verstappen,4,1:30.827,1,2022,16
gasly,5,1:31.681,1,2022,16
norris,6,1:32.356,1,2022,16
alonso,7,1:33.058,1,2022,16
de_vries,8,1:33.491,1,2022,16
zhou,9,1:33.823,1,2022,16
vettel,10,1:34.498,1,2022,16
stroll,11,1:34.774,1,2022,16
kevin_magnussen,12,1:35.277,1,2022,16
ocon,13,1:35.680,1,2022,16
latifi,14,1:35.968,1,2022,16
perez,15,1:36.234,1,2022,16
sainz,16,1:36.448,1,2022,16
mick_schumacher,17,1:37.137,1,2022,16
tsunoda,18,1:37.420,1,2022,16
hamilton,19,1:37.652,1,2022,16
bottas,20,1:38.273,1,2022,16
leclerc,1,1:26.535,2,2022,16
russell,2,1:26.724,2,2022,16
max_verstappen,3,1:26.401,2,2022,16
ricciardo,4,1:28.398,2,2022,16
gasly,5,1:28.201,2,2022,16
norris,6,1:28.196,2,2022,16
alonso,7,1:28.272,2,2022,16
de_vries,8,1:28.416,2,2022,16
zhou,9,1:28.445,2,2022,16
stroll,10,1:28.722,2,2022,16
vettel,11,1:29.616,2,2022,16
ocon,12,1:28.849,2,2022,16
kevin_magnussen,13,1:29.935,2,2022,16
sainz,14,1:29.685,2,2022,16
latifi,15,1:30.629,2,2022,16
perez,16,1:30.459,2,2022,16
tsunoda,17,1:29.541,2,2022,16
hamilton,18,1:30.032,2,2022,16
mick_schumacher,19,1:30.906,2,2022,16
bottas,20,1:29.846,2,2022,16
leclerc,1,1:26.352,3,2022,16
russell,2,1:26.432,3,2022,16
max_verstappen,3,1:26.181,3,2022,16
ricciardo,4,1:27.818,3,2022,16
gasly,5,1:27.625,3,2022,16
norris,6,1:27.655,3,2022,16
alonso,7,1:27.607,3,2022,16
de_vries,8,1:27.566,3,2022,16
zhou,9,1:27.989,3,2022,16
stroll,10,1:28.096,3,2022,16
vettel,11,1:28.338,3,2022,16
ocon,12,1:28.228,3,2022,16
kevin_magnussen,13,1:28.221,3,2022,16
sainz,14,1:27.539,3,2022,16
perez,15,1:27.557,3,2022,16
latifi,16,1:29.308,3,2022,16
tsunoda,17,1:29.333,3,2022,16
hamilton,18,1:28.954,3,2022,16
mick_schumacher,19,1:29.301,3,2022,16
bottas,20,1:29.643,3,2022,16
leclerc,1,1:25.802,4,2022,16
russell,2,1:26.143,4,2022,16
max_verstappen,3,1:25.782,4,2022,16
ricciardo,4,1:27.260,4,2022,16
gasly,5,1:27.365,4,2022,16
norris,6,1:27.326,4,2022,16
alonso,7,1:27.417,4,2022,16
de_vries,8,1:27.459,4,2022,16
zhou,9,1:27.296,4,2022,16
stroll,10,1:27.618,4,2022,16
vettel,11,1:27.501,4,2022,16
ocon,12,1:27.725,4,2022,16
sainz,13,1:27.044,4,2022,16
perez,14,1:27.263,4,2022,16
kevin_magnussen,15,1:29.212,4,2022,16
latifi,16,1:27.944,4,2022,16
tsunoda,17,1:28.198,4,2022,16
hamilton,18,1:28.153,4,2022,16
mick_schumacher,19,1:28.248,4,2022,16
bottas,20,1:28.362,4,2022,16
leclerc,1,1:25.902,5,2022,16
max_verstappen,2,1:25.512,5,2022,16
russell,3,1:26.878,5,2022,16
ricciardo,4,1:27.441,5,2022,16
gasly,5,1:27.534,5,2022,16
norris,6,1:27.553,5,2022,16
alonso,7,1:27.502,5,2022,16
de_vries,8,1:27.428,5,2022,16
zhou,9,1:27.546,5,2022,16
stroll,10,1:27.637,5,2022,16
sainz,11,1:26.543,5,2022,16
vettel,12,1:27.928,5,2022,16
ocon,13,1:28.005,5,2022,16
perez,14,1:27.266,5,2022,16
kevin_magnussen,15,1:28.126,5,2022,16
latifi,16,1:27.837,5,2022,16
tsunoda,17,1:27.638,5,2022,16
hamilton,18,1:27.806,5,2022,16
mick_schumacher,19,1:27.412,5,2022,16
bottas,20,1:27.560,5,2022,16
perez,1,2:05.369,1,2022,17
leclerc,2,2:06.402,1,2022,17
sainz,3,2:08.353,1,2022,17
hamilton,4,2:10.437,1,2022,17
norris,5,2:12.029,1,2022,17
alonso,6,2:12.818,1,2022,17
gasly,7,2:14.359,1,2022,17
vettel,8,2:15.374,1,2022,17
tsunoda,9,2:16.171,1,2022,17
stroll,10,2:17.575,1,2022,17
kevin_magnussen,11,2:18.153,1,2022,17
max_verstappen,12,2:18.601,1,2022,17
ricciardo,13,2:19.234,1,2022,17
mick_schumacher,14,2:20.040,1,2022,17
ocon,15,2:20.797,1,2022,17
bottas,16,2:21.779,1,2022,17
latifi,17,2:23.807,1,2022,17
zhou,18,2:24.151,1,2022,17
russell,19,2:24.570,1,2022,17
albon,20,2:25.330,1,2022,17
perez,1,2:01.358,2,2022,17
leclerc,2,2:01.214,2,2022,17
sainz,3,2:02.702,2,2022,17
hamilton,4,2:02.920,2,2022,17
norris,5,2:04.065,2,2022,17
alonso,6,2:04.847,2,2022,17
gasly,7,2:05.132,2,2022,17
vettel,8,2:05.790,2,2022,17
tsunoda,9,2:06.485,2,2022,17
max_verstappen,10,2:04.389,2,2022,17
stroll,11,2:08.661,2,2022,17
kevin_magnussen,12,2:08.617,2,2022,17
ricciardo,13,2:08.435,2,2022,17
mick_schumacher,14,2:08.586,2,2022,17
ocon,15,2:08.739,2,2022,17
bottas,16,2:09.037,2,2022,17
latifi,17,2:09.155,2,2022,17
russell,18,2:08.743,2,2022,17
zhou,19,2:09.958,2,2022,17
albon,20,2:09.436,2,2022,17
perez,1,2:00.875,3,2022,17
leclerc,2,2:00.939,3,2022,17
sainz,3,2:01.872,3,2022,17
hamilton,4,2:01.712,3,2022,17
norris,5,2:02.717,3,2022,17
alonso,6,2:03.306,3,2022,17
gasly,7,2:03.844,3,2022,17
vettel,8,2:04.098,3,2022,17
max_verstappen,9,2:03.369,3,2022,17
tsunoda,10,2:05.476,3,2022,17
stroll,11,2:05.367,3,2022,17
kevin_magnussen,12,2:05.679,3,2022,17
ricciardo,13,2:05.767,3,2022,17
mick_schumacher,14,2:05.628,3,2022,17
ocon,15,2:06.079,3,2022,17
bottas,16,2:06.307,3,2022,17
latifi,17,2:07.657,3,2022,17
russell,18,2:07.696,3,2022,17
zhou,19,2:07.541,3,2022,17
albon,20,2:07.765,3,2022,17
perez,1,2:00.310,4,2022,17
leclerc,2,2:00.734,4,2022,17
sainz,3,2:01.488,4,2022,17
hamilton,4,2:01.585,4,2022,17
norris,5,2:02.313,4,2022,17
alonso,6,2:02.935,4,2022,17
gasly,7,2:03.402,4,2022,17
vettel,8,2:03.184,4,2022,17
max_verstappen,9,2:03.238,4,2022,17
tsunoda,10,2:04.333,4,2022,17
stroll,11,2:04.710,4,2022,17
kevin_magnussen,12,2:04.881,4,2022,17
ricciardo,13,2:04.551,4,2022,17
mick_schumacher,14,2:04.531,4,2022,17
ocon,15,2:04.482,4,2022,17
bottas,16,2:05.300,4,2022,17
russell,17,2:04.604,4,2022,17
latifi,18,2:06.887,4,2022,17
zhou,19,2:06.289,4,2022,17
albon,20,2:06.625,4,2022,17
perez,1,2:00.267,5,2022,17
leclerc,2,2:00.219,5,2022,17
sainz,3,2:01.111,5,2022,17
hamilton,4,2:01.454,5,2022,17
norris,5,2:02.322,5,2022,17
alonso,6,2:02.858,5,2022,17
gasly,7,2:03.659,5,2022,17
vettel,8,2:03.366,5,2022,17
max_verstappen,9,2:02.703,5,2022,17
tsunoda,10,2:03.862,5,2022,17
stroll,11,2:04.403,5,2022,17
kevin_magnussen,12,2:04.360,5,2022,17
ricciardo,13,2:04.656,5,2022,17
mick_schumacher,14,2:04.601,5,2022,17
ocon,15,2:04.592,5,2022,17
bottas,16,2:04.635,5,2022,17
russell,17,2:02.566,5,2022,17
latifi,18,2:05.585,5,2022,17
zhou,19,2:05.556,5,2022,17
albon,20,2:05.513,5,2022,17
max_verstappen,1,2:02.046,1,2022,18
leclerc,2,2:04.571,1,2022,18
perez,3,2:07.539,1,2022,18
ocon,4,2:12.607,1,2022,18
hamilton,5,2:16.349,1,2022,18
alonso,6,2:19.009,1,2022,18
russell,7,2:22.299,1,2022,18
ricciardo,8,2:24.913,1,2022,18
tsunoda,9,2:27.133,1,2022,18
mick_schumacher,10,2:28.607,1,2022,18
stroll,11,2:30.337,1,2022,18
kevin_magnussen,12,2:32.254,1,2022,18
norris,13,2:34.186,1,2022,18
bottas,14,2:36.668,1,2022,18
latifi,15,2:38.944,1,2022,18
vettel,16,2:42.377,1,2022,18
zhou,17,2:47.346,1,2022,18
gasly,18,2:49.982,1,2022,18
max_verstappen,1,3:03.369,2,2022,18
leclerc,2,3:03.735,2,2022,18
perez,3,3:03.119,2,2022,18
ocon,4,2:59.566,2,2022,18
hamilton,5,3:00.131,2,2022,18
alonso,6,3:00.255,2,2022,18
russell,7,2:59.723,2,2022,18
ricciardo,8,2:59.276,2,2022,18
tsunoda,9,3:00.964,2,2022,18
mick_schumacher,10,3:02.728,2,2022,18
stroll,11,3:04.261,2,2022,18
kevin_magnussen,12,3:04.196,2,2022,18
norris,13,3:03.799,2,2022,18
bottas,14,3:02.908,2,2022,18
latifi,15,3:03.734,2,2022,18
vettel,16,3:03.136,2,2022,18
zhou,17,3:00.250,2,2022,18
gasly,18,3:00.465,2,2022,18
max_verstappen,1,9:13.758,3,2022,18
leclerc,2,9:12.789,3,2022,18
perez,3,9:11.999,3,2022,18
ocon,4,9:13.288,3,2022,18
hamilton,5,9:12.244,3,2022,18
alonso,6,9:11.291,3,2022,18
russell,7,9:10.782,3,2022,18
ricciardo,8,9:10.080,3,2022,18
tsunoda,9,9:07.099,3,2022,18
mick_schumacher,10,9:04.609,3,2022,18
stroll,11,9:03.113,3,2022,18
kevin_magnussen,12,9:02.372,3,2022,18
norris,13,9:01.923,3,2022,18
bottas,14,9:02.136,3,2022,18
latifi,15,9:01.634,3,2022,18
vettel,16,9:03.240,3,2022,18
zhou,17,9:03.096,3,2022,18
gasly,18,9:02.349,3,2022,18
max_verstappen,1,2:45.704,4,2022,18
leclerc,2,2:45.976,4,2022,18
perez,3,2:46.411,4,2022,18
ocon,4,2:45.290,4,2022,18
hamilton,5,2:46.392,4,2022,18
alonso,6,2:47.059,4,2022,18
russell,7,2:46.511,4,2022,18
ricciardo,8,2:45.979,4,2022,18
tsunoda,9,2:46.325,4,2022,18
mick_schumacher,10,2:46.339,4,2022,18
stroll,11,2:45.927,4,2022,18
kevin_magnussen,12,2:46.170,4,2022,18
norris,13,2:47.589,4,2022,18
bottas,14,2:46.418,4,2022,18
latifi,15,2:47.472,4,2022,18
vettel,16,2:45.568,4,2022,18
zhou,17,2:45.226,4,2022,18
gasly,18,2:46.478,4,2022,18
max_verstappen,1,3:03.390,5,2022,18
leclerc,2,3:01.833,5,2022,18
perez,3,3:01.424,5,2022,18
ocon,4,3:00.129,5,2022,18
hamilton,5,2:56.122,5,2022,18
alonso,6,2:54.046,5,2022,18
russell,7,2:52.980,5,2022,18
ricciardo,8,2:52.881,5,2022,18
tsunoda,9,2:51.856,5,2022,18
mick_schumacher,10,2:51.933,5,2022,18
stroll,11,2:51.170,5,2022,18
kevin_magnussen,12,2:50.782,5,2022,18
norris,13,2:49.411,5,2022,18
bottas,14,2:51.638,5,2022,18
zhou,15,2:45.737,5,2022,18
gasly,16,2:42.769,5,2022,18
latifi,17,2:51.537,5,2022,18
vettel,18,2:49.390,5,2022,18
max_verstappen,1,1:50.761,6,2022,18
leclerc,2,1:51.393,6,2022,18
perez,3,1:53.662,6,2022,18
ocon,4,1:54.730,6,2022,18
hamilton,5,1:55.173,6,2022,18
alonso,6,1:56.300,6,2022,18
russell,7,1:57.437,6,2022,18
ricciardo,8,1:58.762,6,2022,18
tsunoda,9,1:59.016,6,2022,18
mick_schumacher,10,1:59.530,6,2022,18
max_verstappen,1,1:41.343,1,2022,19
hamilton,2,1:42.630,1,2022,19
stroll,3,1:44.253,1,2022,19
russell,4,1:45.339,1,2022,19
vettel,5,1:46.020,1,2022,19
norris,6,1:47.107,1,2022,19
perez,7,1:47.523,1,2022,19
gasly,8,1:48.408,1,2022,19
